id_gestion,id_mora,fecha_gestion,tipo_contacto
6296,94769,09-04-26,SMS
9967,95320,11-04-26,SMS
8986,42521,09-04-26,Visita Domiciliaria
6160,37587,09-04-26,Llamada
8459,37672,11-04-26,Visita Domiciliaria
2052,70288,09-04-26,Correo
8535,28822,10-04-26,Visita Domiciliaria
8895,60128,09-04-26,Llamada
3451,52051,10-04-26,Correo
6302,15344,10-04-26,Visita Domiciliaria
3317,93868,09-04-26,Llamada
9486,27333,10-04-26,Visita Domiciliaria
1867,54482,10-04-26,Llamada
7069,76227,10-04-26,Llamada
2624,34927,10-04-26,Llamada
4873,50885,11-04-26,SMS
8707,26969,10-04-26,SMS
2183,96269,11-04-26,Llamada
1914,28069,09-04-26,SMS
2566,17706,10-04-26,Llamada
4942,11329,09-04-26,Llamada
5485,47095,10-04-26,Correo
8929,39521,11-04-26,Correo
1176,61853,09-04-26,Correo
7853,67959,09-04-26,SMS
2077,41753,10-04-26,SMS
4617,94531,11-04-26,Correo
3401,26470,09-04-26,Correo
7806,76383,09-04-26,Llamada
4872,15837,09-04-26,Llamada
1221,18584,11-04-26,Llamada
7183,12305,09-04-26,SMS
4066,81809,09-04-26,SMS
6443,95785,11-04-26,Correo
2511,10806,09-04-26,Visita Domiciliaria
9525,59824,11-04-26,Visita Domiciliaria
5521,58276,09-04-26,Llamada
9832,24596,11-04-26,SMS
5417,50301,11-04-26,Llamada
1786,77190,10-04-26,Visita Domiciliaria
6985,88728,10-04-26,SMS
5486,61754,10-04-26,SMS
9941,39984,09-04-26,Correo
4932,85516,09-04-26,Visita Domiciliaria
3884,55203,11-04-26,Visita Domiciliaria
3990,35287,10-04-26,SMS
7459,39514,11-04-26,SMS
8641,93703,09-04-26,SMS
4265,26191,11-04-26,Visita Domiciliaria
7337,30877,11-04-26,SMS
1495,98096,11-04-26,SMS
4736,76994,09-04-26,SMS
8597,86165,09-04-26,Llamada
5456,65935,10-04-26,SMS
7141,90283,09-04-26,Visita Domiciliaria
6587,37677,09-04-26,Correo
8293,32454,10-04-26,Llamada
8775,35823,11-04-26,Correo
6621,45880,10-04-26,Llamada
5965,91295,09-04-26,SMS
9446,11985,10-04-26,Correo
5180,74899,09-04-26,Llamada
2889,59024,09-04-26,Llamada
3453,93005,09-04-26,Llamada
6580,79541,11-04-26,SMS
7033,33536,09-04-26,Llamada
2304,47882,10-04-26,SMS
6911,53481,11-04-26,Llamada
1402,35169,09-04-26,Visita Domiciliaria
9613,19705,09-04-26,Visita Domiciliaria
6417,58725,10-04-26,Correo
4099,87894,11-04-26,SMS
6275,75245,09-04-26,Visita Domiciliaria
2860,39454,10-04-26,SMS
5983,47587,11-04-26,SMS
6618,28617,10-04-26,Llamada
8904,67137,09-04-26,SMS
7492,98794,10-04-26,Correo
4009,22772,10-04-26,SMS
1905,86082,11-04-26,SMS
5039,43970,10-04-26,SMS
2586,81335,10-04-26,Visita Domiciliaria
5060,53764,11-04-26,Correo
3798,49942,10-04-26,SMS
4552,91668,09-04-26,Visita Domiciliaria
2778,44474,11-04-26,SMS
8691,36633,10-04-26,SMS
6802,55259,09-04-26,Llamada
3927,44366,11-04-26,Visita Domiciliaria
6570,75794,10-04-26,Llamada
4281,25477,10-04-26,Llamada
6297,72960,11-04-26,SMS
9973,33137,09-04-26,SMS
8302,47524,10-04-26,Correo
6838,73512,09-04-26,Visita Domiciliaria
5905,51639,09-04-26,SMS
5376,79279,09-04-26,SMS
1906,96197,10-04-26,Visita Domiciliaria
2929,98206,10-04-26,Llamada
1545,68773,11-04-26,Correo
9180,89957,09-04-26,Correo
6124,88899,11-04-26,Correo
3911,78400,11-04-26,Visita Domiciliaria
3667,87400,09-04-26,SMS
6656,43087,09-04-26,Correo
1664,99058,09-04-26,SMS
4114,67017,11-04-26,Correo
1631,49792,11-04-26,SMS
7621,43010,10-04-26,Llamada
1977,33883,11-04-26,Correo
5855,91783,11-04-26,Visita Domiciliaria
2623,67061,09-04-26,SMS
8563,77882,09-04-26,Visita Domiciliaria
1195,13718,09-04-26,Correo
3756,42093,09-04-26,Llamada
2625,78023,09-04-26,Llamada
2195,89924,11-04-26,Llamada
4838,34876,10-04-26,Visita Domiciliaria
9748,40665,11-04-26,SMS
7431,63202,09-04-26,Correo
6117,54723,09-04-26,SMS
4168,11605,09-04-26,Correo
5845,82719,09-04-26,Visita Domiciliaria
2152,60343,11-04-26,Correo
1102,55938,09-04-26,Llamada
4897,98887,10-04-26,Visita Domiciliaria
8769,48216,10-04-26,Correo
8088,33126,09-04-26,Correo
5444,56190,09-04-26,Correo
4152,32111,11-04-26,Llamada
7586,93410,10-04-26,Correo
9779,69709,10-04-26,Correo
1090,53343,09-04-26,Visita Domiciliaria
3214,94388,11-04-26,Llamada
2176,51685,10-04-26,SMS
7718,76450,11-04-26,SMS
5349,79469,09-04-26,SMS
1315,73791,09-04-26,SMS
3638,70272,10-04-26,Visita Domiciliaria
8283,51756,10-04-26,Llamada
4315,89274,09-04-26,Visita Domiciliaria
1826,81213,11-04-26,SMS
7500,11042,11-04-26,SMS
7019,45114,11-04-26,SMS
2135,18081,11-04-26,Visita Domiciliaria
4637,25613,10-04-26,Llamada
3849,51553,11-04-26,Correo
1073,34349,10-04-26,Visita Domiciliaria
1793,91729,11-04-26,Visita Domiciliaria
2326,60403,09-04-26,SMS
2569,65787,09-04-26,SMS
4466,88388,10-04-26,Llamada
3074,95653,11-04-26,SMS
9874,68410,11-04-26,Visita Domiciliaria
8966,57413,11-04-26,SMS
2700,16057,09-04-26,SMS
8379,39289,10-04-26,Correo
4007,33451,09-04-26,Correo
1518,54938,11-04-26,Llamada
2484,78674,09-04-26,Llamada
8990,16866,11-04-26,Correo
7741,75320,09-04-26,Llamada
5810,92653,09-04-26,Llamada
7937,36178,11-04-26,Llamada
4377,36177,11-04-26,Correo
9077,10978,10-04-26,Correo
6834,98240,11-04-26,Llamada
5075,35674,11-04-26,SMS
3621,58137,10-04-26,SMS
8415,82740,11-04-26,Visita Domiciliaria
2310,56844,10-04-26,Correo
8052,65321,09-04-26,Correo
6977,53496,11-04-26,Llamada
1188,58808,09-04-26,SMS
2415,35875,10-04-26,Llamada
5162,11370,11-04-26,SMS
4495,68738,10-04-26,Llamada
3288,79722,09-04-26,Visita Domiciliaria
1950,60066,09-04-26,Correo
9248,48230,09-04-26,SMS
7762,42535,10-04-26,Correo
7132,95928,10-04-26,Llamada
6851,13368,11-04-26,SMS
4712,61409,09-04-26,Visita Domiciliaria
8851,37233,10-04-26,SMS
9415,89043,10-04-26,Correo
7832,39926,10-04-26,Llamada
9039,72377,09-04-26,SMS
8145,90449,11-04-26,SMS
9189,62557,11-04-26,Correo
3497,74739,10-04-26,SMS
6146,44797,09-04-26,Visita Domiciliaria
2410,67689,11-04-26,Correo
1757,50764,09-04-26,SMS
6616,53294,10-04-26,Correo
2639,75602,09-04-26,SMS
7005,88393,09-04-26,Correo
2032,13106,10-04-26,Llamada
8043,80979,09-04-26,Llamada
7696,12811,09-04-26,Correo
7190,64558,11-04-26,Llamada
5197,26112,11-04-26,Visita Domiciliaria
2332,39946,09-04-26,SMS
3143,45224,10-04-26,SMS
6305,22412,11-04-26,Visita Domiciliaria
3415,20810,09-04-26,Visita Domiciliaria
3733,85835,10-04-26,Visita Domiciliaria
5715,88879,09-04-26,Llamada
2817,95726,11-04-26,Correo
1662,22016,10-04-26,SMS
6927,51099,10-04-26,Llamada
6457,61097,09-04-26,SMS
5263,38956,11-04-26,SMS
8593,98903,09-04-26,Correo
1531,38212,11-04-26,Correo
5392,40023,09-04-26,Visita Domiciliaria
8705,27320,10-04-26,Visita Domiciliaria
3138,28977,11-04-26,Correo
1918,34260,11-04-26,SMS
9507,17459,09-04-26,SMS
3414,53435,10-04-26,Visita Domiciliaria
9423,22523,10-04-26,Llamada
9095,51864,11-04-26,Visita Domiciliaria
1879,55064,11-04-26,Llamada
8871,18073,09-04-26,Llamada
6161,86350,11-04-26,Correo
2672,22214,11-04-26,Llamada
3322,51903,11-04-26,Correo
9765,10027,09-04-26,Llamada
1469,87817,10-04-26,Llamada
3449,11401,11-04-26,Correo
6082,52472,10-04-26,Llamada
2251,45439,10-04-26,SMS
5063,20542,10-04-26,Visita Domiciliaria
9282,94121,11-04-26,Llamada
8102,65410,09-04-26,Correo
4830,50890,11-04-26,SMS
7248,22267,09-04-26,Visita Domiciliaria
3552,44083,11-04-26,Visita Domiciliaria
5198,91075,10-04-26,Correo
6489,85462,11-04-26,Llamada
9596,75659,11-04-26,SMS
6827,25001,09-04-26,SMS
8633,10555,10-04-26,Llamada
8273,93141,11-04-26,Visita Domiciliaria
1869,52215,10-04-26,SMS
4880,93351,11-04-26,Llamada
1726,24506,10-04-26,Correo
6589,37118,10-04-26,SMS
6741,99644,11-04-26,Llamada
8238,47919,10-04-26,Llamada
1871,72216,09-04-26,Correo
6093,85365,09-04-26,SMS
1630,14069,10-04-26,Visita Domiciliaria
2879,54544,10-04-26,Llamada
7551,22977,10-04-26,Correo
4309,13120,09-04-26,Visita Domiciliaria
1815,71814,11-04-26,SMS
6238,49823,11-04-26,SMS
3928,53498,10-04-26,Correo
3891,71077,09-04-26,Llamada
7419,35101,11-04-26,Correo
8185,80902,11-04-26,Correo
2550,80782,11-04-26,SMS
9840,99799,10-04-26,Correo
6192,15564,09-04-26,Correo
2442,92282,11-04-26,Visita Domiciliaria
8965,84579,09-04-26,Correo
2930,91880,10-04-26,Llamada
3972,17987,09-04-26,Correo
8587,98436,09-04-26,Llamada
3279,42856,10-04-26,SMS
4752,34164,11-04-26,SMS
3120,68872,09-04-26,SMS
4476,98925,11-04-26,Correo
3763,97188,10-04-26,Visita Domiciliaria
5780,75110,10-04-26,Correo
7213,95765,09-04-26,Correo
5304,39647,11-04-26,SMS
3894,31587,11-04-26,Correo
4859,31495,09-04-26,Llamada
1288,30430,11-04-26,Llamada
2631,60447,11-04-26,Llamada
9079,81048,11-04-26,Llamada
9093,86298,11-04-26,Llamada
2767,17589,11-04-26,SMS
1394,52591,11-04-26,Llamada
9334,14167,10-04-26,Visita Domiciliaria
1659,48630,09-04-26,Llamada
8276,34500,10-04-26,Correo
1496,13563,11-04-26,Visita Domiciliaria
3701,33271,09-04-26,Visita Domiciliaria
7525,48616,11-04-26,SMS
3537,82363,10-04-26,Llamada
6129,52018,11-04-26,SMS
2753,81848,10-04-26,Correo
2574,16477,10-04-26,Llamada
2128,27832,09-04-26,SMS
3868,51642,11-04-26,Correo
5941,76057,09-04-26,SMS
7191,34995,11-04-26,Correo
8098,81361,09-04-26,Llamada
9595,80520,11-04-26,SMS
2547,35650,10-04-26,Correo
6230,45501,09-04-26,Llamada
7508,49035,10-04-26,SMS
9696,15578,10-04-26,SMS
4489,48547,11-04-26,SMS
4225,18930,11-04-26,SMS
9085,32328,11-04-26,Llamada
1177,47035,09-04-26,Visita Domiciliaria
6775,53115,11-04-26,Llamada
9377,28555,09-04-26,Llamada
2822,42988,10-04-26,Correo
6557,46668,09-04-26,Llamada
5676,60792,10-04-26,Llamada
5678,45947,10-04-26,Correo
2522,80717,10-04-26,Correo
5298,19744,11-04-26,SMS
3805,10271,10-04-26,Correo
6623,20602,11-04-26,SMS
5189,33320,10-04-26,SMS
8503,78002,10-04-26,SMS
4129,72601,10-04-26,Visita Domiciliaria
3464,25108,09-04-26,SMS
5146,79509,09-04-26,Visita Domiciliaria
9333,51389,11-04-26,SMS
3324,21924,09-04-26,Llamada
2903,18925,10-04-26,Llamada
8870,40694,10-04-26,Llamada
4093,22771,11-04-26,Visita Domiciliaria
5254,93173,11-04-26,Visita Domiciliaria
3455,67821,11-04-26,Visita Domiciliaria
7430,55234,11-04-26,Correo
9863,37803,10-04-26,Correo
2434,64234,09-04-26,SMS
1534,35332,10-04-26,Llamada
3397,89548,09-04-26,Llamada
1322,22433,10-04-26,Visita Domiciliaria
5954,66259,10-04-26,Llamada
1051,75790,09-04-26,SMS
1811,73833,10-04-26,Correo
6346,92287,10-04-26,Correo
2255,56553,09-04-26,SMS
9987,43487,10-04-26,Visita Domiciliaria
1479,97139,09-04-26,Correo
3277,84678,09-04-26,Llamada
8249,67629,11-04-26,Visita Domiciliaria
7090,47681,11-04-26,Visita Domiciliaria
4102,77476,11-04-26,Correo
8515,89618,11-04-26,Visita Domiciliaria
9120,58434,09-04-26,Correo
8389,95800,11-04-26,Visita Domiciliaria
3905,80741,09-04-26,Llamada
9482,81787,10-04-26,Visita Domiciliaria
4038,54520,09-04-26,Llamada
2141,78526,11-04-26,Visita Domiciliaria
1695,32802,09-04-26,Correo
1232,65253,11-04-26,SMS
1005,73753,09-04-26,Llamada
4450,45250,11-04-26,Llamada
5082,87840,11-04-26,Correo
9745,78019,09-04-26,SMS
2594,49297,09-04-26,Llamada
1904,17487,11-04-26,Llamada
1618,46161,09-04-26,SMS
1131,20056,10-04-26,Visita Domiciliaria
1756,37851,11-04-26,Correo
2493,25843,11-04-26,Visita Domiciliaria
8268,31530,11-04-26,Visita Domiciliaria
6314,57336,09-04-26,Correo
9572,51590,10-04-26,Correo
4678,11115,09-04-26,SMS
1963,34588,10-04-26,Visita Domiciliaria
5478,18823,11-04-26,Llamada
2613,78957,09-04-26,Correo
6677,46659,09-04-26,Visita Domiciliaria
5469,86522,11-04-26,Correo
1850,42605,09-04-26,Correo
2104,12790,10-04-26,Llamada
1523,24709,11-04-26,Visita Domiciliaria
9776,18721,10-04-26,Llamada
8169,23025,11-04-26,SMS
7526,72268,11-04-26,Correo
5040,66773,10-04-26,Llamada
7062,84686,11-04-26,Correo
1888,16170,11-04-26,Visita Domiciliaria
7200,62299,11-04-26,Correo
5297,31575,09-04-26,Visita Domiciliaria
5413,26370,10-04-26,SMS
7509,36031,11-04-26,Visita Domiciliaria
8184,46326,09-04-26,Visita Domiciliaria
9389,53495,09-04-26,SMS
2327,40292,11-04-26,SMS
1019,12137,10-04-26,SMS
7288,58648,11-04-26,Visita Domiciliaria
3346,39006,10-04-26,Correo
7681,15763,10-04-26,SMS
7392,13848,10-04-26,Llamada
9621,62564,10-04-26,Visita Domiciliaria
3355,50046,09-04-26,Visita Domiciliaria
3116,28749,10-04-26,SMS
2136,17923,11-04-26,Llamada
2076,17700,11-04-26,Llamada
1186,21485,10-04-26,Correo
4593,60434,09-04-26,SMS
5483,22724,10-04-26,SMS
3635,87823,10-04-26,SMS
2520,90569,10-04-26,Visita Domiciliaria
1966,23649,11-04-26,Llamada
3146,18471,09-04-26,SMS
2634,60393,09-04-26,Visita Domiciliaria
9456,20300,09-04-26,Llamada
8636,75513,10-04-26,Llamada
7209,43250,11-04-26,Correo
2796,64806,09-04-26,SMS
3070,86578,09-04-26,Correo
2238,85344,11-04-26,Correo
8413,21797,10-04-26,Correo
7212,21576,11-04-26,Visita Domiciliaria
9910,69412,11-04-26,SMS
4657,44014,09-04-26,SMS
6695,29450,11-04-26,Visita Domiciliaria
8722,35173,10-04-26,Visita Domiciliaria
2686,45477,09-04-26,Llamada
8374,42859,09-04-26,Correo
2688,63051,09-04-26,Llamada
2358,34890,09-04-26,Llamada
7359,54518,09-04-26,Visita Domiciliaria
2010,95421,10-04-26,Llamada
4673,65246,09-04-26,Llamada
2318,57102,11-04-26,Correo
5956,50395,10-04-26,SMS
3425,36562,10-04-26,Llamada
3454,98644,11-04-26,Visita Domiciliaria
7175,14247,10-04-26,SMS
6913,73831,09-04-26,Llamada
5988,87684,10-04-26,Correo
4999,64766,09-04-26,Visita Domiciliaria
1428,12381,09-04-26,Llamada
1995,55993,10-04-26,Visita Domiciliaria
7727,28744,10-04-26,Visita Domiciliaria
6675,65977,11-04-26,Correo
9121,36651,10-04-26,Visita Domiciliaria
8332,21508,11-04-26,Llamada
9182,60509,09-04-26,Correo
2646,96677,10-04-26,Correo
5598,92851,09-04-26,Correo
8019,76252,11-04-26,Correo
3971,22584,11-04-26,Visita Domiciliaria
9214,77304,10-04-26,Llamada
8309,18417,09-04-26,Llamada
4906,43469,11-04-26,Correo
6991,22285,10-04-26,Visita Domiciliaria
2018,59614,10-04-26,Visita Domiciliaria
7531,69685,11-04-26,Llamada
8842,17234,09-04-26,Llamada
7506,35118,11-04-26,SMS
5846,74952,10-04-26,Visita Domiciliaria
3570,73718,10-04-26,Correo
6751,43686,11-04-26,SMS
9125,14843,11-04-26,SMS
2757,66650,10-04-26,Visita Domiciliaria
7068,36083,10-04-26,Visita Domiciliaria
5385,93454,10-04-26,Llamada
2744,88069,11-04-26,Visita Domiciliaria
7701,14427,09-04-26,Llamada
3112,20471,11-04-26,SMS
4064,18816,10-04-26,Visita Domiciliaria
9578,13640,10-04-26,Llamada
1752,76676,10-04-26,Correo
7717,57774,09-04-26,Llamada
1236,98133,09-04-26,Llamada
6236,27447,09-04-26,Correo
4126,23450,11-04-26,Correo
9488,46016,11-04-26,Visita Domiciliaria
7775,87045,10-04-26,SMS
9455,43109,11-04-26,SMS
5421,86817,09-04-26,Visita Domiciliaria
6040,71062,10-04-26,SMS
6038,36643,10-04-26,Llamada
1411,47965,09-04-26,Visita Domiciliaria
7211,76083,11-04-26,Visita Domiciliaria
1555,62795,11-04-26,SMS
9493,60230,10-04-26,Llamada
4478,41844,09-04-26,Correo
6981,84274,09-04-26,Visita Domiciliaria
3896,72866,09-04-26,Correo
7954,87916,09-04-26,SMS
9610,38901,11-04-26,SMS
7293,69366,10-04-26,Visita Domiciliaria
4307,95651,11-04-26,Correo
9496,81280,10-04-26,Visita Domiciliaria
7983,88023,11-04-26,Visita Domiciliaria
6665,47963,11-04-26,Visita Domiciliaria
8736,82716,10-04-26,SMS
4674,15123,10-04-26,Visita Domiciliaria
3876,71143,10-04-26,Visita Domiciliaria
2524,70337,10-04-26,Correo
4094,50369,11-04-26,Correo
2699,27455,11-04-26,SMS
3524,51318,11-04-26,Visita Domiciliaria
8743,83229,11-04-26,Correo
9378,33333,11-04-26,Visita Domiciliaria
1870,24277,11-04-26,Llamada
7660,16287,10-04-26,SMS
5551,24473,11-04-26,SMS
7468,80071,10-04-26,Visita Domiciliaria
9789,97905,11-04-26,Visita Domiciliaria
8338,70811,10-04-26,Correo
1983,13345,10-04-26,Visita Domiciliaria
5400,73519,09-04-26,Correo
5633,77073,10-04-26,Llamada
4778,74912,10-04-26,Correo
4632,26593,11-04-26,Correo
6001,38876,09-04-26,SMS
4416,66139,09-04-26,Visita Domiciliaria
3566,80173,10-04-26,Visita Domiciliaria
6937,80101,11-04-26,Llamada
6454,88489,10-04-26,Visita Domiciliaria
9655,40064,09-04-26,SMS
9577,96520,10-04-26,Correo
2325,95203,11-04-26,SMS
3722,95637,10-04-26,Llamada
5677,98318,10-04-26,Correo
8480,64382,10-04-26,Llamada
5913,93335,10-04-26,Visita Domiciliaria
6127,80058,11-04-26,Correo
2656,81468,09-04-26,Visita Domiciliaria
3251,68433,09-04-26,Visita Domiciliaria
7938,24240,10-04-26,Llamada
5940,47856,11-04-26,Llamada
3173,60401,11-04-26,Correo
9223,96603,10-04-26,SMS
6619,71158,11-04-26,Correo
4488,51897,10-04-26,Llamada
4600,66758,11-04-26,Llamada
6112,31646,09-04-26,Correo
7498,84814,09-04-26,Correo
1480,48072,09-04-26,Correo
4846,91166,09-04-26,Visita Domiciliaria
6552,46066,11-04-26,Llamada
2424,55335,09-04-26,Correo
3331,98023,09-04-26,Correo
6088,70011,09-04-26,Llamada
4322,66295,11-04-26,Llamada
4198,46094,11-04-26,Visita Domiciliaria
5754,21776,09-04-26,Visita Domiciliaria
8957,84927,11-04-26,Correo
4959,62845,10-04-26,SMS
1108,68456,11-04-26,Llamada
1827,65936,09-04-26,Visita Domiciliaria
8108,80766,11-04-26,Correo
1560,45655,10-04-26,Correo
2913,43731,09-04-26,Correo
1935,81275,09-04-26,SMS
7886,30274,10-04-26,Llamada
6175,33866,11-04-26,SMS
7665,18602,10-04-26,Visita Domiciliaria
4381,53705,11-04-26,Llamada
4850,53405,09-04-26,Correo
4070,74643,09-04-26,SMS
1327,20180,11-04-26,Llamada
5342,41185,09-04-26,Visita Domiciliaria
3851,55213,10-04-26,Correo
9854,14492,10-04-26,SMS
9543,75054,11-04-26,Correo
9954,40727,11-04-26,SMS
5767,65858,09-04-26,Correo
8077,23070,11-04-26,Correo
2390,17581,09-04-26,Visita Domiciliaria
5353,80848,09-04-26,SMS
9036,45620,10-04-26,Visita Domiciliaria
5887,74202,10-04-26,Llamada
1779,85615,09-04-26,Llamada
7812,79698,10-04-26,Correo
4179,27618,11-04-26,Visita Domiciliaria
7201,59046,11-04-26,SMS
8988,86582,09-04-26,SMS
9252,73670,11-04-26,Visita Domiciliaria
4902,19883,09-04-26,Llamada
1549,21606,09-04-26,Visita Domiciliaria
7612,50611,11-04-26,Correo
8766,58802,11-04-26,Visita Domiciliaria
3086,97776,11-04-26,Visita Domiciliaria
5470,80955,11-04-26,SMS
9682,96969,09-04-26,Correo
7325,29606,11-04-26,Llamada
6128,18663,10-04-26,Correo
2366,96340,10-04-26,SMS
7202,75560,11-04-26,Visita Domiciliaria
6726,25361,11-04-26,SMS
6815,17739,10-04-26,Correo
4313,40320,09-04-26,Llamada
7388,36879,10-04-26,Correo
6123,28054,11-04-26,Llamada
7976,98611,10-04-26,Visita Domiciliaria
6810,84417,09-04-26,Visita Domiciliaria
9141,55445,11-04-26,Llamada
3349,62183,09-04-26,Llamada
4502,23882,10-04-26,SMS
2762,30322,09-04-26,Visita Domiciliaria
2292,97570,09-04-26,SMS
6637,83153,11-04-26,SMS
3963,75907,10-04-26,Correo
1227,59008,09-04-26,Correo
3312,46385,10-04-26,Correo
7186,87460,09-04-26,Visita Domiciliaria
6091,56289,11-04-26,Correo
4247,62950,11-04-26,SMS
2750,60846,10-04-26,Visita Domiciliaria
8859,66060,10-04-26,Visita Domiciliaria
2730,79088,10-04-26,Correo
3881,19531,10-04-26,Llamada
6737,55096,11-04-26,Llamada
7624,44017,10-04-26,Correo
2184,68875,11-04-26,Visita Domiciliaria
6832,29341,10-04-26,SMS
8203,90613,09-04-26,SMS
5923,99124,11-04-26,Llamada
7574,91237,09-04-26,Correo
2161,25332,11-04-26,Visita Domiciliaria
5788,83224,09-04-26,Visita Domiciliaria
5253,40877,09-04-26,Llamada
4277,18154,11-04-26,SMS
5477,18178,09-04-26,Visita Domiciliaria
3157,47037,09-04-26,Correo
9517,50738,10-04-26,SMS
9614,14984,10-04-26,Correo
5572,40306,09-04-26,SMS
3208,45387,10-04-26,Llamada
5634,35519,11-04-26,Visita Domiciliaria
7497,66953,10-04-26,Correo
7539,51068,09-04-26,SMS
9612,98350,11-04-26,Llamada
9008,32751,11-04-26,Correo
4452,32812,11-04-26,Correo
9071,29209,09-04-26,Llamada
9561,50042,11-04-26,Llamada
8629,80550,09-04-26,SMS
6288,31001,11-04-26,SMS
8764,75213,09-04-26,Visita Domiciliaria
5860,77662,10-04-26,Correo
5763,61101,09-04-26,SMS
2329,55559,09-04-26,Correo
9083,35217,11-04-26,Correo
9771,64505,10-04-26,Llamada
5515,63668,11-04-26,Llamada
4833,82841,10-04-26,Correo
2735,43753,10-04-26,Correo
1385,68309,09-04-26,Llamada
4182,74101,10-04-26,Correo
7082,21344,10-04-26,Visita Domiciliaria
4350,47577,09-04-26,SMS
6306,23857,11-04-26,Llamada
7900,58867,10-04-26,Correo
2599,88064,11-04-26,SMS
6354,48026,09-04-26,Llamada
9932,39161,11-04-26,Correo
5011,91016,10-04-26,SMS
5642,94413,09-04-26,Visita Domiciliaria
8101,84532,11-04-26,SMS
1169,61126,11-04-26,Visita Domiciliaria
3058,10941,11-04-26,Visita Domiciliaria
3749,17193,10-04-26,Visita Domiciliaria
4803,58578,10-04-26,SMS
5568,70468,09-04-26,Llamada
7523,16109,09-04-26,SMS
5287,75833,10-04-26,Llamada
5491,13566,10-04-26,Visita Domiciliaria
2546,51571,10-04-26,Visita Domiciliaria
9670,47475,10-04-26,SMS
5249,47137,09-04-26,Llamada
1242,18041,09-04-26,Correo
8384,58136,09-04-26,Llamada
1352,22965,10-04-26,Correo
6097,79908,10-04-26,SMS
2543,32977,11-04-26,Visita Domiciliaria
8248,38189,09-04-26,Llamada
3230,25197,10-04-26,SMS
8828,82519,11-04-26,Llamada
6664,84117,11-04-26,SMS
3571,65341,09-04-26,Visita Domiciliaria
5120,32397,10-04-26,Visita Domiciliaria
6908,80643,09-04-26,Correo
4001,11731,09-04-26,Llamada
1310,47582,10-04-26,SMS
1391,81439,11-04-26,Visita Domiciliaria
9038,77418,10-04-26,Visita Domiciliaria
2469,46915,09-04-26,SMS
2412,79440,10-04-26,Llamada
8899,50914,11-04-26,Visita Domiciliaria
7247,54239,11-04-26,Llamada
9687,66538,09-04-26,Visita Domiciliaria
