id_Mora,id_producto_activo,fecha_inicio_mora,capital_vencido,interes_mora,estado_mora
94029,46808,05-04-26,1228871.5999098166,16055128.9113981,En gestion
71495,24133,09-04-26,622428.142312,7889717.961759999,En gestion
26775,85979,09-04-26,8645016.944267198,114232687.24464001,En gestion
76908,66705,04-04-26,16784634.6585462,212096173.16447997,Activa
70375,32567,05-04-26,14679361.47358,127269096.462,Activa
75744,15687,11-04-26,9513166.422963489,127128331.24875861,Liquidada
43077,86952,09-04-26,1578351.787078016,15291680.206170239,Liquidada
85417,87085,09-04-26,13346028.012083689,122556017.07152274,Activa
69796,64095,07-04-26,165287.0712626,1930317.2448,En gestion
28009,29543,02-04-26,6835819.476355831,88200081.349341,Activa
11108,92174,09-04-26,1910157.7433924,17532635.138339996,Activa
61682,84093,10-04-26,1443584.2223629998,13366723.652180001,Activa
12779,50980,31-03-26,106779.539104,1433552.1024,Activa
70489,94223,31-03-26,10617355.79392,138566426.1588,Liquidada
76461,77227,31-03-26,3322562.2979476443,41740046.909911536,Activa
81147,86763,01-04-26,1668599.3647253225,21896474.422226056,En gestion
87668,20151,11-04-26,3252780.15475376,30733031.082936004,Activa
46570,51816,08-04-26,1655131.1993278002,21044972.85057,En gestion
19689,54285,10-04-26,335960.886646,2492306.5187,Activa
10999,47275,06-04-26,7563388.405358901,64734194.79839,Activa
74491,53500,07-04-26,2392325.364516594,13299073.3280538,En gestion
34562,19677,11-04-26,19422212.622395,122896982.5205,Liquidada
65878,93780,08-04-26,678457.6855939999,8794147.399799999,Activa
92797,85186,08-04-26,1064843.5254337504,13622571.202114286,Activa
21277,41706,11-04-26,6739292.51601064,74849821.00968361,En gestion
35926,26244,11-04-26,2001730.41484922,26131467.080052,Activa
35623,47728,07-04-26,7397176.376075149,93696570.7907676,Liquidada
55359,96860,01-04-26,2687129.56668398,30879552.862835996,En gestion
84290,66985,05-04-26,12181147.856968,120054582.2343,Activa
43006,92930,03-04-26,817782.7800952,9146804.32036,En gestion
55845,39251,07-04-26,5054081.534156,6259642.26234,En gestion
78769,57357,11-04-26,7120083.34957927,98082003.80729297,En gestion
33859,62766,10-04-26,12350361.665297788,100669401.1751868,Liquidada
24257,99613,09-04-26,2723854.1765321,26641246.88337,Activa
61961,63458,11-04-26,13095836.3653562,28615006.06592,Liquidada
51707,62603,10-04-26,3603365.554,18769488.959999997,En gestion
16803,77512,09-04-26,33303852.03368,23189442.946,Activa
79605,81777,03-04-26,4326803.01393314,42821604.630441,En gestion
37718,69512,02-04-26,997173.6060431412,6738250.7843191195,Liquidada
30365,85188,11-04-26,4140774.502887504,52678867.259752624,Liquidada
81247,91626,07-04-26,1982885.294828,24858441.917999998,Liquidada
24849,16799,04-04-26,15345856.67479,30369371.772,En gestion
47406,32485,31-03-26,3533212.89680312,42974384.85746,En gestion
90402,72521,09-04-26,3066804.963742,37298979.3222,Liquidada
15803,37054,04-04-26,14874538.80043105,200261363.72194278,En gestion
42127,11266,06-04-26,3740543.644649,44308925.21538404,Activa
29234,24549,31-03-26,9431765.085,112603725.975,Liquidada
82488,99587,05-04-26,8838650.9853236,98176562.63102,Liquidada
20873,71338,01-04-26,3567740.7891762503,47075423.265865,En gestion
89656,68639,06-04-26,4877361.47784,29905074.554,En gestion
84943,33523,06-04-26,18442934.35092726,253586504.41390887,Activa
48901,39820,10-04-26,6040209.4722832665,42212882.4484914,Liquidada
74285,64893,02-04-26,2603677.036713,26625687.4107,En gestion
66627,62364,06-04-26,4204643.8037498,56491579.50777,En gestion
25159,36060,04-04-26,4107540.164065892,36647198.466080084,Activa
24199,56064,07-04-26,2630626.32302752,30499502.314270005,En gestion
10605,68172,07-04-26,4845833.351846,56088094.986,En gestion
85767,30709,02-04-26,1289125.7277348,5408401.023396,Liquidada
41563,94219,07-04-26,3969409.26032,53493050.736,En gestion
62524,76138,07-04-26,12843501.635229602,165318170.92844403,Liquidada
91663,83672,06-04-26,7849449.86427759,105740196.16604076,Liquidada
80267,44397,11-04-26,6134303.229504,77362550.24256001,En gestion
37540,80502,06-04-26,10273709.111000726,99167359.67791459,En gestion
31219,40654,31-03-26,1836072.81693,4173600.6356,Liquidada
84578,43662,06-04-26,2063434.705602012,25539707.223108426,Activa
10713,71614,10-04-26,88498.38409362192,904963.8858138339,Activa
67350,25605,10-04-26,9977975.50736,80823071.12,Liquidada
34480,66446,09-04-26,9862053.34368,119805740.31399998,En gestion
97343,82967,07-04-26,63056.5028005,652963.62375,Liquidada
77319,10670,08-04-26,14886871.15553354,201029502.783144,Activa
13256,12061,01-04-26,2976412.59601036,30208824.375687,Liquidada
43716,36073,11-04-26,15324917.953842,176934685.3611,En gestion
70332,80328,11-04-26,2859295.465968478,25514566.702512205,En gestion
59110,11880,31-03-26,8254121.601259192,108585378.11032422,Activa
32105,97711,04-04-26,5476469.238451,72896250.1533,Activa
61901,83409,11-04-26,3059347.08982,31354463.757999998,Activa
87495,29041,10-04-26,4458720.5964,36865399.328,Liquidada
45875,67743,10-04-26,2492382.1898604,22414658.64638,En gestion
72144,51235,06-04-26,10327496.5319989,123116826.54876,En gestion
97809,82839,10-04-26,10972193.573351225,80833122.27154905,En gestion
62696,38461,03-04-26,5334514.144094,71445364.7308,Liquidada
32311,19685,01-04-26,5850893.5496522,77699249.07182999,Liquidada
59355,44952,09-04-26,71218.4656078768,431834.80272856,Activa
55432,55433,03-04-26,1543472.84,10174462.2,En gestion
89260,31935,10-04-26,2306151.925730023,20851349.75679987,Liquidada
72260,31262,09-04-26,636072.2966012,3187142.62628,Activa
95176,99211,31-03-26,435386.77174795,1176334.463715,Liquidada
62449,28277,11-04-26,3780676.7399192713,35365413.08987278,En gestion
29959,29528,11-04-26,4658627.1744,61456142.466,Activa
97779,92476,09-04-26,11208402.972468115,131110357.46272495,Activa
34338,23956,05-04-26,1432155.1958042,18111532.72248,Activa
94287,95884,01-04-26,5885694.69980957,16403777.902019938,Activa
50143,69817,03-04-26,1372272.0716785076,14459866.257693,Activa
53323,74498,03-04-26,3283477.674158114,28036962.2290602,Activa
29715,34691,08-04-26,3408552.56403705,30197970.7768425,Activa
35535,19021,10-04-26,7681883.810920199,72355340.60058,En gestion
50236,22910,05-04-26,1208332.29173,11552395.055,Liquidada
83135,94335,08-04-26,5664834.499120743,4503559.51345272,Liquidada
74649,94681,05-04-26,21391206.184894,167222673.2286,En gestion
37493,13035,08-04-26,1727254.0368881698,22251924.051756322,Liquidada
31021,39879,07-04-26,480301.705374996,2209580.2617768,Liquidada
37924,28823,01-04-26,159085.2632,2083472.8,En gestion
81248,84399,04-04-26,7056131.56392,81592490.88000001,En gestion
94899,17213,02-04-26,80922.38660152,780323.0490228,En gestion
74579,35676,02-04-26,7468356.189478559,76565352.42943776,En gestion
69405,70150,02-04-26,5241425.029965849,14905129.9085793,Liquidada
94769,20780,11-04-26,3778835.057659757,38416357.41287177,En gestion
89755,79236,06-04-26,7981602.361649999,107327938.185,Activa
63803,92677,01-04-26,1399198.877028597,16374931.12994875,Liquidada
55418,67249,11-04-26,1428470.0593172098,18825011.395491943,Activa
23330,21086,04-04-26,13169169.054542,144858052.3192,Liquidada
13459,55784,01-04-26,1931865.6529338,6343890.34524,Liquidada
66713,84270,01-04-26,5731810.186120219,69653037.3318786,Liquidada
82988,62665,10-04-26,301922.8904256,2335057.192,Activa
74028,54622,10-04-26,24676.085823530004,247575.2911504,Activa
43549,63117,05-04-26,10687963.57512,121891971.97680001,Activa
95320,75394,31-03-26,959782.7515163242,3172029.8717901097,En gestion
42521,56335,10-04-26,634516.53165979,6522809.465736,En gestion
44222,12203,05-04-26,525001.589988105,3834009.7578293276,Liquidada
37587,67348,06-04-26,22075337.016592003,295289960.152,En gestion
37672,91308,02-04-26,8124580.384107999,106845443.16161999,En gestion
70288,23331,02-04-26,1954995.63192743,18615609.602702998,En gestion
23803,62476,08-04-26,2961193.818586365,15179130.848662168,Liquidada
28822,79839,03-04-26,5187087.526318557,68929888.9153113,En gestion
37561,53048,10-04-26,3205169.218751888,18572740.93799984,Activa
54004,83868,01-04-26,7466237.81104,100848357.18800001,Activa
60128,50597,01-04-26,1676074.5978025794,13235328.45218754,En gestion
52051,23617,08-04-26,80032.384997416,927575.6553920001,En gestion
50894,24896,08-04-26,1809746.449461,16365340.191915,Activa
15344,56509,10-04-26,2866941.4458249845,4191737.487374772,En gestion
85890,15595,11-04-26,4355236.589737999,57607472.0214,Activa
56966,41882,04-04-26,990507.838685,9689713.2605,Activa
42828,80103,06-04-26,329268.68848,2806508.848,Activa
44433,73818,05-04-26,2457247.81526,31807144.023999996,Liquidada
67244,53235,08-04-26,24807878.30436,330649237.949,Activa
35990,77368,01-04-26,11594299.699077714,150017480.16324577,Liquidada
93868,94949,10-04-26,6687799.6285348,88402862.078022,En gestion
27333,82028,04-04-26,395032.4691885656,5284218.128815521,En gestion
54482,85065,06-04-26,131301.0296058696,1541220.72961612,En gestion
76227,49685,31-03-26,217455.248592743,3007940.464479112,En gestion
34927,31998,03-04-26,2101489.889454,22403527.105200004,En gestion
50885,36486,31-03-26,2052135.98211,6670207.242,En gestion
26969,25546,06-04-26,2567431.7971263444,29690708.056895163,En gestion
34652,67104,05-04-26,556141.678872935,7545134.9199014995,Activa
96269,41069,09-04-26,7185907.5022039,65773873.18593,En gestion
31749,63143,04-04-26,6226721.597934788,70149338.0613856,Activa
59787,87006,09-04-26,3137243.91746379,40737927.929595,Liquidada
73311,89307,04-04-26,1083342.914015943,14488996.447298098,Activa
97603,57628,01-04-26,487425.77834,5781658.3025,Activa
94980,99069,31-03-26,1049966.8848051927,13276767.07093628,Activa
28069,78045,03-04-26,3231233.712918491,42628402.82610737,En gestion
69986,84867,06-04-26,23972150.40929693,326783086.19511175,Activa
99048,93605,31-03-26,2491625.499599513,7524976.475594699,Liquidada
17706,62399,31-03-26,4634253.553382999,56198487.0289,En gestion
46162,10945,04-04-26,578151.3191318095,6873260.765446249,Liquidada
11329,41166,03-04-26,3173064.517625,41899300.835,En gestion
21834,61439,08-04-26,163880.18621604212,1765155.686625705,Activa
47095,89429,10-04-26,301366.244316,2603129.4212,En gestion
98706,27113,02-04-26,239946.73869175703,2291567.33424375,Activa
71378,40491,02-04-26,1723309.594885,22849801.2995,Liquidada
11274,90406,11-04-26,3182374.9355400004,42545448.0672,Activa
57661,13095,10-04-26,3567063.6151300003,45616359.067,Liquidada
39521,65215,03-04-26,2423471.97147854,12462107.516833998,En gestion
41354,37125,02-04-26,4748598.062125008,46672010.22583187,Liquidada
85817,58783,05-04-26,5247622.451502911,67458814.63781871,Activa
61853,88294,03-04-26,1275660.1808714,10444815.88425,En gestion
97367,42694,03-04-26,2890464.0262545,25857186.1569819,Activa
86779,43582,02-04-26,9109880.6848253,114225224.08372001,Liquidada
67959,41092,02-04-26,1965681.458749929,18167111.40405705,En gestion
41753,60973,04-04-26,33517087.8979585,151764886.8670171,En gestion
94531,65477,31-03-26,1442270.3604819337,11702632.303296722,En gestion
26470,14269,04-04-26,648129.8423279999,7871261.2496,En gestion
76383,44034,07-04-26,2921.7326549,30991.353150000003,En gestion
71057,39864,03-04-26,21153098.500825085,122754268.96120864,Activa
70927,54955,31-03-26,5801252.819739999,68426816.41,Activa
15837,35875,08-04-26,2083377.704575592,20686221.0521604,En gestion
28591,90439,06-04-26,103991.4232898,1394948.06858,Activa
49805,73222,08-04-26,1209585.4283604275,15698265.848174222,Liquidada
18584,35487,02-04-26,5391791.997989999,37708054.9288,En gestion
30935,75645,03-04-26,34883.47509437062,349999.911835172,Activa
93372,90855,01-04-26,1345992.7831194398,8748185.720903998,Activa
12305,20719,09-04-26,4844292.555807568,48925787.876496,En gestion
81809,56497,04-04-26,7297842.888169,89085642.03025201,En gestion
95785,82709,03-04-26,1824655.503583664,9374887.40219,En gestion
78503,80021,04-04-26,11439313.57946714,84167307.2184754,Activa
80658,94121,02-04-26,378551.43499396,4488062.730964,Liquidada
33101,28525,01-04-26,19311807.68427708,215864449.177608,Activa
86595,60234,03-04-26,8030291.341450444,92129369.74045897,Liquidada
65941,72381,02-04-26,7274748.239,21303365.720000003,Activa
10806,99976,11-04-26,4053280.3598,10724373.668000001,En gestion
54002,90158,02-04-26,1269717.214270214,15910729.0113858,Liquidada
52224,13254,05-04-26,632057.3777843001,5088910.01031,Liquidada
15840,82654,03-04-26,813796.6383153,6347378.6821800005,Liquidada
59824,65066,07-04-26,961930.9171769216,11502287.949664472,En gestion
79220,79704,08-04-26,908229.878,10947986.97,Activa
15719,79829,01-04-26,980552.772780596,11153544.474740399,Activa
42959,73575,07-04-26,365416.13258,4185841.116,Liquidada
15529,77031,03-04-26,9107976.717221685,113515747.71472993,Activa
94543,57349,01-04-26,109855.549586,1391576.2094,Liquidada
58276,79905,05-04-26,5961516.801918999,79633283.3814,En gestion
24596,55886,04-04-26,6854614.1227056,15930185.788,En gestion
50301,91921,11-04-26,1805445.5758400096,14503323.709248,En gestion
45839,51304,03-04-26,13650750.8405563,119477542.91229,Activa
77190,15320,31-03-26,580511.228148234,7096629.486620856,En gestion
41520,61374,05-04-26,1853098.0941070328,16579880.35221564,Liquidada
25024,74135,11-04-26,14011652.505652033,159052483.396737,Liquidada
88728,58008,04-04-26,873402.6006796982,10645014.26314394,En gestion
61754,25896,01-04-26,198595.111549,1253231.0373,En gestion
98593,42879,07-04-26,2091185.9926134,8438388.0699,Activa
90535,13770,09-04-26,3459402.456116816,23813439.2684176,Liquidada
52017,99077,01-04-26,3924652.4038548,47495793.457159996,Liquidada
67286,39425,10-04-26,115953.89979062178,1379721.726171747,Activa
39984,13096,08-04-26,6593435.1865125,90159208.10765,En gestion
85516,99973,11-04-26,14223206.752830002,133557237.396,En gestion
55203,33953,11-04-26,5693532.8996,75425770.22,En gestion
51531,15217,08-04-26,7075915.688351798,85627365.54146078,Activa
35287,66248,05-04-26,1536752.453312,13514470.585,En gestion
79632,49418,11-04-26,1059979.688786,7429130.0723,Activa
19840,40825,03-04-26,6396520.703357599,70681282.93127999,Activa
86363,80157,05-04-26,2874896.837894,32788765.685100004,Activa
67839,59174,06-04-26,375646.57208984497,4110443.063124,Activa
79373,15104,01-04-26,3529867.821153732,42683201.20790129,Liquidada
36679,71422,04-04-26,2063761.324881,19904597.387099996,Liquidada
26975,58788,10-04-26,450500.842171406,4055875.1554559,Activa
39514,73733,08-04-26,1248274.285632,5373130.4554,En gestion
40552,95389,07-04-26,6014215.449665001,52673782.5315,Liquidada
93703,17212,08-04-26,823122.0129,9465998.079,En gestion
79024,63007,04-04-26,2355993.6507361,26348915.229389995,Activa
56236,67078,04-04-26,4465012.356498039,61279227.20747649,Liquidada
84680,42599,08-04-26,898493.1535848499,11760012.637509499,Activa
26191,39309,02-04-26,7736388.1568,30213113.502000004,En gestion
85493,17952,11-04-26,78424339.22716689,225065807.8119935,Activa
40294,31492,06-04-26,7104320.7415743,29888728.04151,Liquidada
35483,33447,31-03-26,6729713.0256,48564939.35999999,Activa
30877,44871,07-04-26,31546.234,383164.25999999995,En gestion
27742,35036,09-04-26,950880.332236862,12632077.855516491,Activa
71432,91916,07-04-26,15283107.98795,189168725.547,Liquidada
98096,39122,31-03-26,3963613.8946,34536266.919,En gestion
76994,83787,07-04-26,11106892.881179703,134366313.89409494,En gestion
23473,62287,01-04-26,3064081.134801456,33308173.14536984,Liquidada
12654,96334,01-04-26,13329539.049110005,141952331.976,Activa
33779,39979,05-04-26,218163.2007327389,2835756.173473992,Liquidada
86165,35772,31-03-26,8122106.933008023,77093309.13867263,En gestion
71102,64169,09-04-26,16707947.794420002,199150461.279,Liquidada
98274,26144,05-04-26,117396.2293591972,908531.8092328149,Activa
89516,62695,02-04-26,2371787.553289,26094075.1242,Activa
84065,84053,06-04-26,1456183.9492614456,19348085.488915563,Liquidada
45529,58682,04-04-26,5238341.652540764,61278012.90703335,Liquidada
22959,70074,03-04-26,387265.8265110001,4590963.5222000005,Activa
65935,94431,11-04-26,1727171.3535677209,21496221.8704993,En gestion
10298,28799,01-04-26,851856.2277400001,10079986.063000001,Activa
56524,63872,05-04-26,14672340.030002387,191646176.77369153,Activa
93032,86001,11-04-26,2594996.310092,35182161.45138,Activa
90283,90772,09-04-26,1988324.09912,9474655.36,En gestion
82325,87028,31-03-26,9902557.385013089,42216911.3313518,Liquidada
37677,72732,04-04-26,38441035.24699399,89352419.015475,En gestion
18779,66431,08-04-26,193170.66792021,1637482.1399280003,Liquidada
25723,23505,03-04-26,159512.53187,1959130.107,Activa
83528,97508,03-04-26,1455724.513847,7148865.749399999,Liquidada
12950,35644,11-04-26,465675.74141,5999310.459000001,Activa
56845,77080,02-04-26,477697.1740683525,5947541.3869598,Activa
94031,42668,03-04-26,9826082.63632249,92110328.425033,Liquidada
44111,93858,11-04-26,11543451.84728,146781565.29900002,Liquidada
87918,21131,08-04-26,166025.98114999998,2133198.3189999997,Activa
12810,87928,02-04-26,27357066.234526,156828252.22559997,Liquidada
62267,70267,05-04-26,896514.53158,11352637.736,Activa
32454,72953,02-04-26,4352710.1230364,57652531.54554601,En gestion
63006,79394,04-04-26,1728590.103095967,15580805.83024439,Liquidada
35823,75576,11-04-26,1302015.750799153,6505775.9907243615,En gestion
40003,55671,01-04-26,361478.0532208412,3643168.9101176606,Activa
81688,31447,07-04-26,1998492.3339938575,14286811.360462243,Liquidada
35807,86196,06-04-26,16749002.38696068,109976288.69269411,Activa
45880,90667,03-04-26,136423.19981636718,1257044.57648352,En gestion
70324,77517,09-04-26,1243975.46351515,15152836.096112002,Activa
60141,93721,10-04-26,1862562.7272,3936343.9080000003,Liquidada
91295,77024,06-04-26,6494608.354644,88135355.3696,En gestion
78909,91315,02-04-26,4132456.8237088,54345475.105632,Activa
18898,93812,07-04-26,2538231.474,23566121.400000002,Liquidada
11985,54545,05-04-26,11069120.3782,25327648.323000003,En gestion
81829,77190,04-04-26,898516.2822773348,11730865.353039,Activa
74899,91006,05-04-26,1545389.935437326,19320568.70835384,En gestion
79835,96771,02-04-26,2900670.399203994,5193932.176395723,Liquidada
23238,87340,11-04-26,2483402.81727,11313279.49748,Activa
59024,52302,07-04-26,40829830.67308278,204964662.61881298,En gestion
53436,25105,04-04-26,187780.809125808,2194099.2260928,Liquidada
93005,47150,31-03-26,16099124.464588802,161034016.00487998,En gestion
90348,60766,08-04-26,3108180.0174,42535141.01099999,Activa
28203,87657,02-04-26,655204.8572000001,7917483.258,Liquidada
